feature_names,coef,coef_as_percent,pvalues,confidence_lower,confidence_upper,std_error,rsquared,adj_rsquared,year
WorkStat8_4,-0.19953646120335597,-18.088964548076024,0.12735675232002008,-0.4560587955397789,0.056985873133066994,0.13086846170954797,0.1487947473771406,0.14559114016435426,2020/21
WorkStat8_5,-0.9523328412067675,-61.416013040824424,1.9722949294252896e-07,-1.310982506637867,-0.593683175775668,0.18297015006130682,0.1487947473771406,0.14559114016435426,2020/21
WorkStat8_6,0.6532555530158001,92.17871358112919,1.1765494714723448e-05,0.3611523620575477,0.9453587439740525,0.14902053406009824,0.1487947473771406,0.14559114016435426,2020/21
WorkStat8_7,-0.14289563762020427,-13.315546986689053,0.3062992858653754,-0.41667962433773353,0.13088834909732502,0.1396747354382039,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_1,0.2037610018435538,22.60051054786394,0.06129812230212822,-0.009651405987210926,0.41717340967431854,0.1088753289057268,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_2,-0.12978546902003738,-12.171617019816683,0.2559789204348517,-0.35372895446686986,0.09415801642679511,0.11424790564967294,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_3,0.16638874313810503,18.103213063199085,0.008979209257400337,0.0415836022324995,0.29119388404371055,0.06367109065185551,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_4,-0.3579430702130932,-30.088712577941223,0.006049467707149965,-0.6134917614622888,-0.10239437896389758,0.130371744051769,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_5,-0.09161126862943662,-8.754021764604591,0.3737956017988869,-0.2935098018225365,0.11028726456366326,0.10300136449617313,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_6,-0.2071633002873043,-18.711310551505512,0.3922866835289667,-0.6818195465396564,0.2674929459650478,0.2421525320536341,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_7,0.10744146916507906,11.342568910407369,0.3350391491491612,-0.11101365008649001,0.32589658841664815,0.1114479387651878,0.1487947473771406,0.14559114016435426,2020/21
HHLiv9_8,-0.1393004446836777,-13.0033387653979,0.2860067392168193,-0.3952127317088536,0.11661184234149824,0.13055723752940213,0.1487947473771406,0.14559114016435426,2020/21
const,6.65983721596705,77942.38862385442,7.666691846842448e-184,6.216000565631426,7.103673866302674,0.22642923109741736,0.17061135429643748,0.16745395381465655,2021/22
Disab2_POP,0.1372786083203165,14.71477088985722,0.03911188693216738,0.006857933637303665,0.26769928300332935,0.06653585968024493,0.17061135429643748,0.16745395381465655,2021/22
Educ6,-0.17793135641265134,-16.300012380902217,5.74721426632289e-21,-0.2149894027540388,-0.14087331007126389,0.01890566029801197,0.17061135429643748,0.16745395381465655,2021/22
NSSEC5,-0.2039636056996663,-18.450795009019462,7.672891566888386e-09,-0.27313909057334107,-0.1347881208259915,0.035290803134199876,0.17061135429643748,0.16745395381465655,2021/22
Motiva_POP,-0.7287140948427446,-51.74709220524716,8.420811906720528e-218,-0.7731495407061247,-0.6842786489793645,0.02266933979586343,0.17061135429643748,0.16745395381465655,2021/22
