LCA_Class,t,MEMS_actual,MEMS_sarima,period
19,41,,699.9057041679984,forecast
19,42,,770.4598265889035,forecast
19,43,,636.1607218238946,forecast
20,0,767.7937788018434,,train
20,1,829.3974719101124,,train
20,2,836.9362244897959,,train
20,3,685.0370370370371,,train
20,4,728.7649456521739,,train
20,5,963.944099378882,,train
20,6,892.7589820359282,,train
20,7,871.739010989011,,train
20,8,777.1428571428571,,train
20,9,911.19875,,train
20,10,953.1680555555556,,train
20,11,969.0818965517242,,train
20,12,864.6194852941177,,train
20,13,676.2725225225225,,train
20,14,771.3573717948718,,train
20,15,800.5743243243244,,train
20,16,564.4634433962265,,train
20,17,717.4748427672956,,train
20,18,1045.0164835164835,,train
20,19,869.9758620689655,,train
20,20,939.9963414634146,,train
20,21,916.5539215686274,,train
20,22,894.0546875,,train
20,23,756.5719178082192,,train
20,24,754.8214285714286,,train
20,25,935.0280612244898,,train
20,26,960.3883248730964,,train
20,27,787.9674479166666,,train
20,28,787.9674479166666,771.3389155579013,forecast
20,29,,860.3665682039613,forecast
20,30,,923.3364545447803,forecast
20,31,,839.5755531600241,forecast
20,32,,793.0054079286705,forecast
20,33,,873.0314572809093,forecast
20,34,,931.2743994100103,forecast
20,35,,844.2325004854866,forecast
20,36,,797.7780818803737,forecast
20,37,,877.8081012177362,forecast
20,38,,936.0835176066502,forecast
20,39,,849.086396000896,forecast
20,40,,802.6208661457852,forecast
20,41,,882.6476695862601,forecast
20,42,,940.9212744096699,forecast
20,43,,853.9228055119006,forecast
21,0,942.6707746478874,,train
21,1,688.2871900826447,,train
21,2,952.3723404255319,,train
21,3,934.8953488372093,,train
21,4,1095.6129032258063,,train
21,5,885.3698979591836,,train
21,6,1030.5561224489795,,train
21,7,909.1462264150944,,train
21,8,1264.0426829268292,,train
21,9,721.542735042735,,train
21,10,899.9132653061224,,train
21,11,667.155303030303,,train
21,12,731.8315789473684,,train
21,13,791.1666666666666,,train
21,14,853.0714285714286,,train
21,15,881.83,,train
21,16,471.63953488372096,,train
21,17,621.8660714285714,,train
21,18,900.504854368932,,train
21,19,702.6157894736842,,train
21,20,773.4193548387096,,train
21,21,968.9255319148937,,train
21,22,1268.2975,,train
21,23,661.2766666666666,,train
21,24,1016.8275,,train
21,25,1130.2666666666667,,train
21,26,1021.3353174603175,,train
21,27,804.9704301075269,,train
21,28,804.9704301075269,1032.1567495580962,forecast
21,29,,1033.789586354798,forecast
21,30,,1082.0324546571537,forecast
21,31,,885.7511143093493,forecast
21,32,,1053.5007690568132,forecast
21,33,,1012.4814685725084,forecast
21,34,,1120.4359897781085,forecast
21,35,,931.7848547059169,forecast
21,36,,1076.9530042035012,forecast
21,37,,1019.7290691687326,forecast
21,38,,1150.3695698970234,forecast
21,39,,964.6173443713204,forecast
21,40,,1101.206204219614,forecast
21,41,,1037.8257153178229,forecast
21,42,,1177.0851981356307,forecast
21,43,,992.4343422658123,forecast
22,0,399.5827205882353,,train
22,1,596.2034313725491,,train
22,2,501.8036912751678,,train
22,3,445.21753246753246,,train
22,4,348.2113821138211,,train
22,5,559.4323308270676,,train
22,6,702.6404761904762,,train
22,7,460.07838983050846,,train
22,8,512.9574074074075,,train
22,9,560.6650943396227,,train
22,10,789.1532258064516,,train
22,11,437.846875,,train
22,12,346.89150943396226,,train
22,13,567.7523809523809,,train
22,14,663.0147058823529,,train
22,15,304.36170212765956,,train
22,16,494.0581395348837,,train
22,17,512.5642857142857,,train
22,18,511.6536458333333,,train
22,19,475.4197247706422,,train
22,20,756.7772277227723,,train
22,21,562.4427083333334,,train
22,22,453.3357142857143,,train
22,23,543.4217171717172,,train
22,24,469.0125,,train
22,25,803.5237068965517,,train
22,26,669.7073170731708,,train
22,27,394.375,,train
22,28,394.375,524.6919378966976,forecast
22,29,,699.4705451718764,forecast
22,30,,669.9571074313421,forecast
22,31,,468.61735441124887,forecast
22,32,,540.9167029754609,forecast
22,33,,683.0337974047271,forecast
22,34,,680.0772611040443,forecast
22,35,,498.1718889335025,forecast
22,36,,555.2760370328474,forecast
22,37,,688.8421244212418,forecast
22,38,,692.838669867003,forecast
22,39,,516.0216012306851,forecast
22,40,,569.1473486397628,forecast
22,41,,700.4746152805425,forecast
22,42,,706.2916134188514,forecast
22,43,,530.8067620950745,forecast
23,0,694.1955445544554,,train
23,1,987.9690721649484,,train
23,2,916.3724489795918,,train
23,3,720.1575,,train
23,4,938.0775,,train
23,5,854.3983516483516,,train
23,6,1044.5777027027027,,train
23,7,954.453488372093,,train
23,8,736.9131578947369,,train
23,9,955.8391089108911,,train
23,10,857.1293859649123,,train
23,11,838.6056338028169,,train
23,12,751.2272727272727,,train
23,13,914.0945945945946,,train
23,14,1047.826923076923,,train
23,15,926.1123188405797,,train
23,16,627.3688524590164,,train
23,17,805.6962025316456,,train
23,18,1119.6990291262136,,train
23,19,742.1386363636364,,train
23,20,832.169921875,,train
23,21,1097.221264367816,,train
23,22,931.2105263157895,,train
23,23,959.7093023255813,,train
23,24,934.9724409448819,,train
23,25,1096.5252293577983,,train
23,26,968.2913223140496,,train
23,27,793.3536585365854,,train
23,28,793.3536585365854,833.4099905561109,forecast
23,29,,988.709130268399,forecast
23,30,,1040.0539326877822,forecast
23,31,,910.8033467421278,forecast
23,32,,849.270180429562,forecast
23,33,,1017.7901212873929,forecast
23,34,,1044.1266752479928,forecast
23,35,,909.1541494276556,forecast
23,36,,860.8042947771993,forecast
23,37,,1027.6086558823376,forecast
23,38,,1057.1972359195267,forecast
23,39,,922.9689686909202,forecast
23,40,,872.9044974610924,forecast
23,41,,1039.9319862547145,forecast
23,42,,1069.0976111088673,forecast
23,43,,934.7725464287898,forecast
24,0,360.34722222222223,,train
24,1,248.84756097560975,,train
24,2,254.0036231884058,,train
24,3,254.2375,,train
24,4,221.4318181818182,,train
24,5,270.705,,train
24,6,314.19642857142856,,train
24,7,271.79464285714283,,train
24,8,332.15340909090907,,train
24,9,339.68125,,train
24,10,221.53658536585365,,train
24,11,216.1875,,train
24,12,112.11538461538461,,train
24,13,144.20731707317074,,train
24,14,541.5,,train
24,15,131.25,,train
24,16,94.44915254237289,,train
24,17,383.0681818181818,,train
24,18,509.15909090909093,,train
24,19,289.60227272727275,,train
24,20,159.8219696969697,,train
24,21,401.1519607843137,,train
24,22,254.43229166666666,,train
24,23,131.65865384615384,,train
24,24,484.80392156862746,,train
24,25,246.08796296296296,,train
24,26,291.39344262295083,,train
24,27,150.9659090909091,,train
24,28,150.9659090909091,320.5174794109191,forecast
24,29,,284.4688296193129,forecast
24,30,,333.5917144384151,forecast
24,31,,199.22442401649698,forecast
24,32,,282.9135267626028,forecast
24,33,,294.45473855939287,forecast
24,34,,343.26352758158845,forecast
24,35,,210.25998223412404,forecast
24,36,,276.84704343134206,forecast
24,37,,297.85768096372885,forecast
24,38,,346.60348601967434,forecast
24,39,,213.87127475322097,forecast
24,40,,277.05660006612317,forecast
24,41,,299.95077930753234,forecast
24,42,,348.6840561379839,forecast
24,43,,216.00581529871855,forecast
25,0,679.6203703703703,,train
25,1,1316.9255319148936,,train
25,2,818.9901960784314,,train
25,3,796.9692307692308,,train
25,4,1063.0116279069769,,train
25,5,1059.25,,train
25,6,799.5397727272727,,train
25,7,1062.73,,train
25,8,1112.3841463414635,,train
25,9,772.1887755102041,,train
25,10,921.4444444444445,,train
25,11,549.5064102564103,,train
25,12,531.7162162162163,,train
25,13,673.9419642857143,,train
25,14,792.4166666666666,,train
25,15,541.5277777777778,,train
25,16,646.8571428571429,,train
25,17,785.2163461538462,,train
25,18,995.4855072463768,,train
25,19,901.425,,train
25,20,1118.90625,,train
25,21,983.3962264150944,,train
25,22,844.796511627907,,train
25,23,885.109756097561,,train
25,24,896.9861111111111,,train
25,25,1036.0,,train
25,26,915.6342592592592,,train
25,27,1002.90625,,train
25,28,1002.90625,981.9905072264772,forecast
25,29,,1091.7911682697697,forecast
25,30,,1000.986438987319,forecast
25,31,,973.041858893034,forecast
25,32,,1020.442785919236,forecast
25,33,,1116.9172368208351,forecast
25,34,,1031.15039663208,forecast
25,35,,988.362022822859,forecast
25,36,,1044.486804146837,forecast
25,37,,1139.2609319353887,forecast
25,38,,1054.1361611663299,forecast
25,39,,1009.4570777729953,forecast
25,40,,1066.6930254236697,forecast
25,41,,1161.2505817319966,forecast
25,42,,1076.2075916217243,forecast
25,43,,1031.2876880735632,forecast
26,0,756.6198979591836,,train
26,1,706.8226744186046,,train
26,2,905.6582568807339,,train
26,3,694.0959302325581,,train
26,4,746.309375,,train
26,5,806.2465277777778,,train
26,6,926.9901315789474,,train
26,7,885.7852564102565,,train
26,8,728.9769230769231,,train
26,9,836.3494318181819,,train
26,10,841.6888888888889,,train
26,11,785.6422413793103,,train
26,12,535.7245762711865,,train
26,13,599.144495412844,,train
26,14,886.3586956521739,,train
26,15,768.5215517241379,,train
26,16,606.7204545454546,,train
26,17,743.5625,,train
26,18,658.7927927927927,,train
26,19,691.2680722891566,,train
26,20,765.3983516483516,,train
26,21,907.5852272727273,,train
26,22,837.4473684210526,,train
26,23,619.0977011494252,,train
26,24,806.8737373737374,,train
26,25,883.4634831460675,,train
26,26,828.3648648648649,,train
26,27,594.343373493976,,train
26,28,594.343373493976,739.822553018016,forecast
26,29,,822.0617581572345,forecast
26,30,,828.1506999271587,forecast
26,31,,640.994625018744,forecast
26,32,,719.9783477203576,forecast
26,33,,793.7637438435326,forecast
26,34,,827.3426489162916,forecast
26,35,,662.6831735441552,forecast
26,36,,708.6060031369675,forecast
26,37,,778.1680062173775,forecast
26,38,,825.3344314999672,forecast
26,39,,671.8002847862209,forecast
26,40,,701.3690208399072,forecast
26,41,,768.8417810372138,forecast
26,42,,822.7291918538209,forecast
26,43,,674.6981442317286,forecast
