LondInOut,LA_2023,DURATION_SPORTCOUNT_A01,year
1.0,44.0,820.0,2018 - 2019
1.0,44.0,22.5,2018 - 2019
1.0,44.0,0.0,2018 - 2019
1.0,44.0,180.0,2018 - 2019
1.0,44.0,1440.0,2018 - 2019
1.0,44.0,37.5,2018 - 2019
1.0,44.0,730.0,2018 - 2019
1.0,44.0,2100.0,2018 - 2019
1.0,44.0,1085.0,2018 - 2019
1.0,44.0,142.5,2018 - 2019
1.0,44.0,427.5,2018 - 2019
1.0,44.0,435.0,2018 - 2019
1.0,44.0,819.0,2018 - 2019
1.0,44.0,240.0,2018 - 2019
1.0,44.0,345.0,2018 - 2019
1.0,44.0,447.5,2018 - 2019
1.0,44.0,30.0,2018 - 2019
1.0,44.0,550.0,2018 - 2019
1.0,44.0,485.0,2018 - 2019
1.0,44.0,255.0,2018 - 2019
1.0,44.0,45.0,2018 - 2019
1.0,44.0,290.0,2018 - 2019
1.0,44.0,285.0,2018 - 2019
1.0,44.0,165.0,2018 - 2019
1.0,44.0,1875.0,2018 - 2019
1.0,44.0,785.0,2018 - 2019
1.0,44.0,590.0,2018 - 2019
1.0,44.0,37.5,2018 - 2019
1.0,44.0,160.0,2018 - 2019
1.0,44.0,75.0,2018 - 2019
1.0,44.0,50.0,2018 - 2019
2.0,68.0,229.25,2018 - 2019
2.0,68.0,2962.5,2018 - 2019
2.0,68.0,437.5,2018 - 2019
2.0,68.0,1275.0,2018 - 2019
2.0,68.0,1272.0,2018 - 2019
2.0,68.0,1387.5,2018 - 2019
2.0,68.0,480.0,2018 - 2019
2.0,68.0,248.75,2018 - 2019
2.0,68.0,300.0,2018 - 2019
2.0,68.0,870.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,360.0,2018 - 2019
2.0,68.0,262.5,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,144.0,2018 - 2019
2.0,68.0,540.0,2018 - 2019
2.0,68.0,297.5,2018 - 2019
2.0,68.0,60.0,2018 - 2019
2.0,68.0,270.0,2018 - 2019
2.0,68.0,142.5,2018 - 2019
2.0,68.0,81.25,2018 - 2019
2.0,68.0,161.25,2018 - 2019
2.0,68.0,435.0,2018 - 2019
2.0,68.0,360.0,2018 - 2019
2.0,68.0,90.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,30.0,2018 - 2019
2.0,68.0,150.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,360.0,2018 - 2019
2.0,68.0,300.0,2018 - 2019
2.0,68.0,0.0,2018 - 2019
2.0,68.0,547.5,2018 - 2019
2.0,78.0,315.0,2018 - 2019
2.0,78.0,45.0,2018 - 2019
2.0,78.0,0.0,2018 - 2019
2.0,78.0,300.0,2018 - 2019
2.0,78.0,562.5,2018 - 2019
2.0,78.0,217.5,2018 - 2019
2.0,78.0,180.0,2018 - 2019
2.0,78.0,62.5,2018 - 2019
2.0,78.0,0.0,2018 - 2019
2.0,78.0,0.0,2018 - 2019
2.0,78.0,240.0,2018 - 2019
2.0,78.0,45.0,2018 - 2019
2.0,78.0,0.0,2018 - 2019
2.0,78.0,240.0,2018 - 2019
2.0,78.0,0.0,2018 - 2019
2.0,78.0,2640.0,2018 - 2019
2.0,78.0,0.0,2018 - 2019
2.0,78.0,100.0,2018 - 2019
2.0,78.0,420.0,2018 - 2019
2.0,78.0,420.0,2018 - 2019
2.0,78.0,210.0,2018 - 2019
2.0,78.0,551.25,2018 - 2019
2.0,78.0,423.0,2018 - 2019
2.0,78.0,682.5,2018 - 2019
2.0,78.0,1060.0,2018 - 2019
2.0,78.0,753.75,2018 - 2019
2.0,78.0,210.0,2018 - 2019
2.0,78.0,37.5,2018 - 2019
2.0,78.0,460.0,2018 - 2019
2.0,78.0,417.5,2018 - 2019
2.0,78.0,860.0,2018 - 2019
2.0,78.0,562.0,2018 - 2019
2.0,78.0,1447.5,2018 - 2019
2.0,78.0,405.0,2018 - 2019
2.0,78.0,300.0,2018 - 2019
2.0,78.0,165.0,2018 - 2019
2.0,78.0,120.0,2018 - 2019
2.0,78.0,685.0,2018 - 2019
2.0,78.0,0.0,2018 - 2019
2.0,78.0,375.0,2018 - 2019
2.0,78.0,1095.0,2018 - 2019
2.0,78.0,1405.0,2018 - 2019
2.0,78.0,612.5,2018 - 2019
2.0,78.0,705.0,2018 - 2019
2.0,78.0,397.5,2018 - 2019
2.0,91.0,360.0,2018 - 2019
2.0,91.0,270.0,2018 - 2019
2.0,91.0,1050.0,2018 - 2019
2.0,91.0,0.0,2018 - 2019
2.0,91.0,900.0,2018 - 2019
2.0,91.0,490.0,2018 - 2019
2.0,91.0,315.0,2018 - 2019
2.0,91.0,97.5,2018 - 2019
2.0,91.0,532.5,2018 - 2019
2.0,91.0,67.5,2018 - 2019
2.0,91.0,367.5,2018 - 2019
2.0,91.0,585.0,2018 - 2019
2.0,91.0,402.5,2018 - 2019
2.0,91.0,31.25,2018 - 2019
2.0,91.0,2790.0,2018 - 2019
2.0,91.0,262.5,2018 - 2019
2.0,91.0,270.0,2018 - 2019
2.0,91.0,585.0,2018 - 2019
2.0,91.0,10.0,2018 - 2019
2.0,91.0,802.5,2018 - 2019
2.0,91.0,747.5,2018 - 2019
2.0,91.0,710.0,2018 - 2019
2.0,91.0,360.0,2018 - 2019
2.0,91.0,0.0,2018 - 2019
2.0,91.0,140.0,2018 - 2019
2.0,91.0,50.0,2018 - 2019
2.0,91.0,516.25,2018 - 2019
2.0,91.0,1665.0,2018 - 2019
2.0,91.0,90.0,2018 - 2019
2.0,91.0,425.0,2018 - 2019
2.0,91.0,410.0,2018 - 2019
2.0,107.0,1841.25,2018 - 2019
2.0,107.0,900.0,2018 - 2019
2.0,107.0,225.0,2018 - 2019
2.0,107.0,2640.0,2018 - 2019
2.0,107.0,840.0,2018 - 2019
2.0,107.0,315.0,2018 - 2019
2.0,107.0,270.0,2018 - 2019
2.0,107.0,676.25,2018 - 2019
2.0,107.0,4020.0,2018 - 2019
2.0,107.0,450.0,2018 - 2019
2.0,107.0,300.0,2018 - 2019
2.0,107.0,450.0,2018 - 2019
2.0,107.0,300.0,2018 - 2019
2.0,107.0,254.75,2018 - 2019
2.0,107.0,147.5,2018 - 2019
2.0,107.0,1120.0,2018 - 2019
2.0,107.0,735.0,2018 - 2019
2.0,107.0,1072.5,2018 - 2019
2.0,107.0,825.0,2018 - 2019
2.0,107.0,277.5,2018 - 2019
2.0,107.0,127.5,2018 - 2019
2.0,107.0,157.5,2018 - 2019
2.0,107.0,45.0,2018 - 2019
2.0,107.0,0.0,2018 - 2019
2.0,107.0,120.0,2018 - 2019
2.0,107.0,0.0,2018 - 2019
2.0,107.0,75.0,2018 - 2019
2.0,107.0,1050.0,2018 - 2019
2.0,107.0,321.25,2018 - 2019
2.0,107.0,1507.5,2018 - 2019
2.0,107.0,615.0,2018 - 2019
2.0,107.0,45.0,2018 - 2019
2.0,107.0,705.0,2018 - 2019
2.0,107.0,0.0,2018 - 2019
1.0,109.0,0.0,2018 - 2019
1.0,109.0,0.0,2018 - 2019
1.0,109.0,1610.0,2018 - 2019
1.0,109.0,60.0,2018 - 2019
1.0,109.0,315.0,2018 - 2019
1.0,109.0,627.5,2018 - 2019
1.0,109.0,0.0,2018 - 2019
1.0,109.0,678.75,2018 - 2019
1.0,109.0,452.5,2018 - 2019
1.0,109.0,735.0,2018 - 2019
1.0,109.0,637.5,2018 - 2019
1.0,109.0,2040.0,2018 - 2019
1.0,109.0,0.0,2018 - 2019
1.0,109.0,1162.5,2018 - 2019
1.0,109.0,641.25,2018 - 2019
1.0,109.0,1167.5,2018 - 2019
1.0,109.0,907.5,2018 - 2019
1.0,109.0,832.5,2018 - 2019
1.0,109.0,915.0,2018 - 2019
1.0,109.0,1057.5,2018 - 2019
1.0,109.0,280.0,2018 - 2019
1.0,109.0,337.5,2018 - 2019
1.0,109.0,240.0,2018 - 2019
1.0,109.0,0.0,2018 - 2019
1.0,109.0,4650.0,2018 - 2019
1.0,109.0,297.5,2018 - 2019
1.0,109.0,90.0,2018 - 2019
1.0,109.0,727.5,2018 - 2019
1.0,109.0,1023.75,2018 - 2019
1.0,109.0,0.0,2018 - 2019
1.0,109.0,190.0,2018 - 2019
1.0,109.0,450.0,2018 - 2019
1.0,109.0,2598.75,2018 - 2019
1.0,109.0,480.0,2018 - 2019
1.0,109.0,378.75,2018 - 2019
1.0,109.0,285.0,2018 - 2019
1.0,109.0,307.5,2018 - 2019
1.0,109.0,495.0,2018 - 2019
1.0,109.0,150.0,2018 - 2019
1.0,109.0,1365.0,2018 - 2019
1.0,109.0,97.5,2018 - 2019
1.0,109.0,300.0,2018 - 2019
1.0,109.0,420.0,2018 - 2019
1.0,109.0,0.0,2018 - 2019
1.0,109.0,161.75,2018 - 2019
1.0,109.0,540.0,2018 - 2019
1.0,109.0,963.75,2018 - 2019
1.0,109.0,300.0,2018 - 2019
1.0,109.0,960.0,2018 - 2019
1.0,109.0,397.5,2018 - 2019
1.0,109.0,1320.0,2018 - 2019
1.0,109.0,765.0,2018 - 2019
1.0,109.0,465.0,2018 - 2019
1.0,109.0,427.5,2018 - 2019
1.0,109.0,640.0,2018 - 2019
1.0,112.0,177.5,2018 - 2019
1.0,112.0,156.25,2018 - 2019
1.0,112.0,568.75,2018 - 2019
1.0,112.0,1481.25,2018 - 2019
1.0,112.0,765.0,2018 - 2019
1.0,112.0,447.5,2018 - 2019
1.0,112.0,360.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,92.0,2018 - 2019
1.0,112.0,4042.5,2018 - 2019
1.0,112.0,781.25,2018 - 2019
1.0,112.0,955.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,735.0,2018 - 2019
1.0,112.0,420.0,2018 - 2019
1.0,112.0,75.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,2615.0,2018 - 2019
1.0,112.0,1448.75,2018 - 2019
1.0,112.0,1470.0,2018 - 2019
1.0,112.0,810.0,2018 - 2019
1.0,112.0,1537.5,2018 - 2019
1.0,112.0,1700.0,2018 - 2019
1.0,112.0,867.5,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,1500.0,2018 - 2019
1.0,112.0,120.0,2018 - 2019
1.0,112.0,60.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,270.0,2018 - 2019
1.0,112.0,2187.5,2018 - 2019
1.0,112.0,360.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,480.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,2385.0,2018 - 2019
1.0,112.0,0.0,2018 - 2019
1.0,112.0,2007.5,2018 - 2019
1.0,112.0,213.75,2018 - 2019
1.0,114.0,90.0,2018 - 2019
1.0,114.0,56.25,2018 - 2019
1.0,114.0,341.25,2018 - 2019
1.0,114.0,900.0,2018 - 2019
1.0,114.0,300.0,2018 - 2019
1.0,114.0,1580.0,2018 - 2019
1.0,114.0,1530.0,2018 - 2019
1.0,114.0,513.75,2018 - 2019
1.0,114.0,772.75,2018 - 2019
1.0,114.0,0.0,2018 - 2019
1.0,114.0,2641.25,2018 - 2019
1.0,114.0,0.0,2018 - 2019
1.0,114.0,780.0,2018 - 2019
1.0,114.0,172.5,2018 - 2019
1.0,114.0,260.0,2018 - 2019
1.0,114.0,1680.0,2018 - 2019
1.0,114.0,1470.0,2018 - 2019
1.0,114.0,187.5,2018 - 2019
1.0,114.0,0.0,2018 - 2019
1.0,114.0,1470.0,2018 - 2019
1.0,114.0,500.0,2018 - 2019
1.0,114.0,37.5,2018 - 2019
1.0,114.0,45.0,2018 - 2019
1.0,114.0,475.0,2018 - 2019
1.0,114.0,270.0,2018 - 2019
1.0,114.0,915.0,2018 - 2019
1.0,114.0,510.0,2018 - 2019
1.0,114.0,292.5,2018 - 2019
1.0,114.0,200.0,2018 - 2019
1.0,114.0,712.5,2018 - 2019
1.0,114.0,371.25,2018 - 2019
1.0,114.0,0.0,2018 - 2019
1.0,114.0,40.0,2018 - 2019
1.0,114.0,997.5,2018 - 2019
1.0,114.0,367.5,2018 - 2019
1.0,114.0,392.5,2018 - 2019
2.0,117.0,270.0,2018 - 2019
2.0,117.0,63.75,2018 - 2019
2.0,117.0,0.0,2018 - 2019
2.0,117.0,885.0,2018 - 2019
2.0,117.0,2940.0,2018 - 2019
2.0,117.0,360.0,2018 - 2019
2.0,117.0,960.0,2018 - 2019
2.0,117.0,370.0,2018 - 2019
2.0,117.0,210.0,2018 - 2019
2.0,117.0,810.0,2018 - 2019
2.0,117.0,70.0,2018 - 2019
2.0,117.0,31.75,2018 - 2019
2.0,117.0,22.5,2018 - 2019
2.0,117.0,270.0,2018 - 2019
2.0,117.0,123.75,2018 - 2019
2.0,117.0,2970.0,2018 - 2019
2.0,117.0,1740.0,2018 - 2019
2.0,117.0,0.0,2018 - 2019
2.0,117.0,40.0,2018 - 2019
2.0,117.0,20.0,2018 - 2019
2.0,117.0,446.25,2018 - 2019
2.0,117.0,0.0,2018 - 2019
2.0,117.0,0.0,2018 - 2019
2.0,117.0,165.0,2018 - 2019
2.0,117.0,468.75,2018 - 2019
2.0,117.0,292.5,2018 - 2019
2.0,117.0,450.0,2018 - 2019
2.0,117.0,33.75,2018 - 2019
2.0,117.0,520.0,2018 - 2019
2.0,117.0,318.75,2018 - 2019
2.0,117.0,50.0,2018 - 2019
2.0,117.0,510.0,2018 - 2019
2.0,117.0,390.0,2018 - 2019
2.0,117.0,100.0,2018 - 2019
2.0,117.0,443.75,2018 - 2019
2.0,117.0,40.0,2018 - 2019
2.0,117.0,0.0,2018 - 2019
2.0,117.0,260.0,2018 - 2019
2.0,117.0,865.0,2018 - 2019
2.0,117.0,297.5,2018 - 2019
2.0,117.0,277.5,2018 - 2019
2.0,117.0,20.0,2018 - 2019
2.0,117.0,87.5,2018 - 2019
2.0,117.0,180.0,2018 - 2019
2.0,117.0,616.25,2018 - 2019
2.0,117.0,0.0,2018 - 2019
2.0,117.0,380.0,2018 - 2019
2.0,117.0,253.75,2018 - 2019
2.0,117.0,0.0,2018 - 2019
2.0,117.0,2100.0,2018 - 2019
2.0,122.0,60.0,2018 - 2019
2.0,122.0,0.0,2018 - 2019
2.0,122.0,0.0,2018 - 2019
2.0,122.0,527.5,2018 - 2019
2.0,122.0,420.0,2018 - 2019
2.0,122.0,1645.0,2018 - 2019
2.0,122.0,1530.0,2018 - 2019
2.0,122.0,120.0,2018 - 2019
2.0,122.0,5.0,2018 - 2019
2.0,122.0,7.5,2018 - 2019
2.0,122.0,105.0,2018 - 2019
2.0,122.0,0.0,2018 - 2019
2.0,122.0,67.5,2018 - 2019
2.0,122.0,200.0,2018 - 2019
2.0,122.0,330.0,2018 - 2019
2.0,122.0,390.0,2018 - 2019
2.0,122.0,30.0,2018 - 2019
2.0,122.0,85.0,2018 - 2019
2.0,122.0,1025.0,2018 - 2019
2.0,122.0,0.0,2018 - 2019
2.0,122.0,90.0,2018 - 2019
2.0,122.0,158.75,2018 - 2019
2.0,122.0,908.75,2018 - 2019
2.0,122.0,1320.0,2018 - 2019
2.0,122.0,3495.0,2018 - 2019
2.0,122.0,375.0,2018 - 2019
2.0,122.0,400.0,2018 - 2019
2.0,122.0,140.0,2018 - 2019
2.0,122.0,50.0,2018 - 2019
2.0,122.0,30.0,2018 - 2019
2.0,122.0,135.0,2018 - 2019
2.0,122.0,1260.0,2018 - 2019
2.0,122.0,75.0,2018 - 2019
2.0,122.0,320.0,2018 - 2019
2.0,122.0,180.0,2018 - 2019
2.0,122.0,240.0,2018 - 2019
2.0,122.0,420.0,2018 - 2019
2.0,122.0,600.0,2018 - 2019
2.0,122.0,1080.0,2018 - 2019
2.0,122.0,157.5,2018 - 2019
2.0,122.0,82.5,2018 - 2019
2.0,126.0,25.0,2018 - 2019
2.0,126.0,1210.0,2018 - 2019
2.0,126.0,270.0,2018 - 2019
2.0,126.0,360.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,80.0,2018 - 2019
2.0,126.0,2735.0,2018 - 2019
2.0,126.0,122.5,2018 - 2019
2.0,126.0,630.0,2018 - 2019
2.0,126.0,30.0,2018 - 2019
2.0,126.0,715.0,2018 - 2019
2.0,126.0,135.0,2018 - 2019
2.0,126.0,225.0,2018 - 2019
2.0,126.0,37.5,2018 - 2019
2.0,126.0,1257.5,2018 - 2019
2.0,126.0,485.0,2018 - 2019
2.0,126.0,75.0,2018 - 2019
2.0,126.0,135.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,3063.75,2018 - 2019
2.0,126.0,1155.0,2018 - 2019
2.0,126.0,1650.0,2018 - 2019
2.0,126.0,1200.0,2018 - 2019
2.0,126.0,147.5,2018 - 2019
2.0,126.0,780.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,105.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,45.0,2018 - 2019
2.0,126.0,525.0,2018 - 2019
2.0,126.0,75.0,2018 - 2019
2.0,126.0,100.0,2018 - 2019
2.0,126.0,840.0,2018 - 2019
2.0,126.0,120.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,600.0,2018 - 2019
2.0,126.0,390.0,2018 - 2019
2.0,126.0,420.0,2018 - 2019
2.0,126.0,480.0,2018 - 2019
2.0,126.0,35.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,317.5,2018 - 2019
2.0,126.0,45.0,2018 - 2019
2.0,126.0,735.0,2018 - 2019
2.0,126.0,285.0,2018 - 2019
2.0,126.0,600.0,2018 - 2019
2.0,126.0,0.0,2018 - 2019
2.0,126.0,840.0,2018 - 2019
2.0,126.0,716.25,2018 - 2019
2.0,126.0,190.0,2018 - 2019
2.0,126.0,300.0,2018 - 2019
2.0,129.0,510.0,2018 - 2019
2.0,129.0,262.5,2018 - 2019
2.0,129.0,450.0,2018 - 2019
2.0,129.0,375.0,2018 - 2019
2.0,129.0,1137.5,2018 - 2019
2.0,129.0,4156.25,2018 - 2019
2.0,129.0,45.0,2018 - 2019
2.0,129.0,0.0,2018 - 2019
2.0,129.0,2441.5,2018 - 2019
2.0,129.0,105.0,2018 - 2019
2.0,129.0,570.0,2018 - 2019
2.0,129.0,0.0,2018 - 2019
2.0,129.0,330.0,2018 - 2019
2.0,129.0,1312.5,2018 - 2019
2.0,129.0,2167.5,2018 - 2019
2.0,129.0,675.0,2018 - 2019
2.0,129.0,292.5,2018 - 2019
2.0,129.0,768.75,2018 - 2019
2.0,129.0,360.0,2018 - 2019
2.0,129.0,300.0,2018 - 2019
2.0,129.0,210.0,2018 - 2019
2.0,129.0,705.0,2018 - 2019
2.0,129.0,2100.0,2018 - 2019
2.0,129.0,180.0,2018 - 2019
2.0,129.0,56.25,2018 - 2019
2.0,129.0,120.0,2018 - 2019
2.0,129.0,25.0,2018 - 2019
2.0,129.0,1680.0,2018 - 2019
2.0,129.0,1200.0,2018 - 2019
2.0,129.0,480.0,2018 - 2019
2.0,129.0,270.0,2018 - 2019
2.0,129.0,0.0,2018 - 2019
2.0,129.0,0.0,2018 - 2019
2.0,129.0,0.0,2018 - 2019
2.0,129.0,750.0,2018 - 2019
2.0,129.0,420.0,2018 - 2019
2.0,129.0,1140.0,2018 - 2019
2.0,129.0,300.0,2018 - 2019
2.0,129.0,0.0,2018 - 2019
2.0,129.0,1015.0,2018 - 2019
2.0,129.0,895.0,2018 - 2019
2.0,129.0,1147.5,2018 - 2019
2.0,129.0,630.0,2018 - 2019
2.0,129.0,330.0,2018 - 2019
2.0,129.0,1710.0,2018 - 2019
2.0,129.0,660.0,2018 - 2019
2.0,129.0,840.0,2018 - 2019
2.0,129.0,0.0,2018 - 2019
2.0,129.0,585.0,2018 - 2019
2.0,129.0,295.0,2018 - 2019
1.0,135.0,75.0,2018 - 2019
1.0,135.0,510.0,2018 - 2019
1.0,135.0,56.25,2018 - 2019
1.0,135.0,135.0,2018 - 2019
1.0,135.0,315.0,2018 - 2019
1.0,135.0,285.0,2018 - 2019
1.0,135.0,585.0,2018 - 2019
1.0,135.0,1065.0,2018 - 2019
1.0,135.0,645.0,2018 - 2019
1.0,135.0,431.25,2018 - 2019
1.0,135.0,127.5,2018 - 2019
1.0,135.0,675.0,2018 - 2019
1.0,135.0,1545.0,2018 - 2019
1.0,135.0,0.0,2018 - 2019
1.0,135.0,0.0,2018 - 2019
1.0,135.0,652.5,2018 - 2019
1.0,135.0,43.75,2018 - 2019
1.0,135.0,1243.5,2018 - 2019
1.0,135.0,813.75,2018 - 2019
1.0,135.0,210.0,2018 - 2019
1.0,135.0,240.0,2018 - 2019
1.0,135.0,0.0,2018 - 2019
1.0,135.0,315.0,2018 - 2019
1.0,135.0,0.0,2018 - 2019
1.0,135.0,540.0,2018 - 2019
1.0,135.0,10.0,2018 - 2019
1.0,135.0,0.0,2018 - 2019
1.0,136.0,112.5,2018 - 2019
1.0,136.0,220.0,2018 - 2019
1.0,136.0,675.0,2018 - 2019
1.0,136.0,287.5,2018 - 2019
1.0,136.0,97.5,2018 - 2019
1.0,136.0,912.25,2018 - 2019
1.0,136.0,345.0,2018 - 2019
1.0,136.0,450.0,2018 - 2019
1.0,136.0,157.5,2018 - 2019
1.0,136.0,1727.5,2018 - 2019
1.0,136.0,0.0,2018 - 2019
1.0,136.0,0.0,2018 - 2019
1.0,136.0,240.0,2018 - 2019
1.0,136.0,3025.0,2018 - 2019
1.0,136.0,600.0,2018 - 2019
1.0,136.0,2572.5,2018 - 2019
1.0,136.0,1050.0,2018 - 2019
1.0,136.0,350.0,2018 - 2019
1.0,136.0,187.5,2018 - 2019
1.0,136.0,712.5,2018 - 2019
1.0,136.0,566.25,2018 - 2019
1.0,136.0,1524.75,2018 - 2019
1.0,136.0,360.0,2018 - 2019
1.0,136.0,477.5,2018 - 2019
1.0,136.0,1361.25,2018 - 2019
1.0,136.0,1065.0,2018 - 2019
1.0,136.0,535.0,2018 - 2019
1.0,136.0,1545.0,2018 - 2019
1.0,136.0,1230.0,2018 - 2019
1.0,136.0,1080.0,2018 - 2019
1.0,136.0,1920.0,2018 - 2019
1.0,136.0,202.5,2018 - 2019
1.0,136.0,2750.0,2018 - 2019
1.0,136.0,1620.0,2018 - 2019
1.0,136.0,540.0,2018 - 2019
1.0,136.0,360.0,2018 - 2019
1.0,136.0,210.0,2018 - 2019
1.0,136.0,300.0,2018 - 2019
1.0,136.0,600.0,2018 - 2019
1.0,136.0,240.0,2018 - 2019
1.0,136.0,1215.0,2018 - 2019
1.0,136.0,60.25,2018 - 2019
1.0,136.0,180.0,2018 - 2019
1.0,136.0,300.0,2018 - 2019
1.0,136.0,487.5,2018 - 2019
1.0,136.0,562.5,2018 - 2019
1.0,136.0,145.0,2018 - 2019
1.0,136.0,772.5,2018 - 2019
1.0,136.0,0.0,2018 - 2019
1.0,136.0,0.0,2018 - 2019
1.0,136.0,62.5,2018 - 2019
2.0,139.0,892.5,2018 - 2019
2.0,139.0,712.5,2018 - 2019
2.0,139.0,925.0,2018 - 2019
2.0,139.0,226.25,2018 - 2019
2.0,139.0,0.0,2018 - 2019
2.0,139.0,0.0,2018 - 2019
2.0,139.0,225.0,2018 - 2019
2.0,139.0,465.0,2018 - 2019
2.0,139.0,390.0,2018 - 2019
2.0,139.0,37.5,2018 - 2019
2.0,139.0,90.0,2018 - 2019
2.0,139.0,60.0,2018 - 2019
2.0,139.0,520.0,2018 - 2019
2.0,139.0,315.0,2018 - 2019
2.0,139.0,260.0,2018 - 2019
2.0,139.0,70.0,2018 - 2019
2.0,139.0,442.5,2018 - 2019
2.0,139.0,432.5,2018 - 2019
2.0,139.0,1488.0,2018 - 2019
2.0,139.0,447.5,2018 - 2019
2.0,139.0,150.0,2018 - 2019
2.0,139.0,375.0,2018 - 2019
2.0,139.0,75.0,2018 - 2019
2.0,139.0,90.0,2018 - 2019
2.0,139.0,262.5,2018 - 2019
2.0,139.0,532.5,2018 - 2019
2.0,139.0,20.0,2018 - 2019
2.0,139.0,0.0,2018 - 2019
2.0,139.0,157.5,2018 - 2019
2.0,139.0,527.5,2018 - 2019
2.0,139.0,165.0,2018 - 2019
2.0,139.0,843.75,2018 - 2019
2.0,139.0,75.0,2018 - 2019
2.0,139.0,0.0,2018 - 2019
2.0,139.0,1196.25,2018 - 2019
2.0,139.0,780.0,2018 - 2019
2.0,139.0,240.0,2018 - 2019
2.0,139.0,0.0,2018 - 2019
2.0,139.0,982.5,2018 - 2019
2.0,139.0,480.0,2018 - 2019
2.0,139.0,240.0,2018 - 2019
2.0,139.0,650.0,2018 - 2019
2.0,139.0,1330.25,2018 - 2019
2.0,139.0,1027.5,2018 - 2019
2.0,139.0,940.0,2018 - 2019
2.0,139.0,482.5,2018 - 2019
2.0,139.0,517.5,2018 - 2019
2.0,139.0,75.0,2018 - 2019
2.0,139.0,352.5,2018 - 2019
2.0,139.0,90.0,2018 - 2019
2.0,139.0,777.75,2018 - 2019
2.0,139.0,45.0,2018 - 2019
2.0,139.0,532.5,2018 - 2019
1.0,142.0,1527.5,2018 - 2019
1.0,142.0,1197.5,2018 - 2019
1.0,142.0,153.75,2018 - 2019
1.0,142.0,1085.0,2018 - 2019
1.0,142.0,0.0,2018 - 2019
1.0,142.0,565.0,2018 - 2019
1.0,142.0,780.0,2018 - 2019
1.0,142.0,217.5,2018 - 2019
1.0,142.0,517.5,2018 - 2019
1.0,142.0,0.0,2018 - 2019
1.0,142.0,551.25,2018 - 2019
1.0,142.0,660.0,2018 - 2019
1.0,142.0,361.25,2018 - 2019
1.0,142.0,857.5,2018 - 2019
1.0,142.0,570.0,2018 - 2019
1.0,142.0,660.0,2018 - 2019
1.0,142.0,1800.0,2018 - 2019
1.0,142.0,151.5,2018 - 2019
1.0,142.0,465.0,2018 - 2019
1.0,142.0,3690.0,2018 - 2019
1.0,142.0,570.0,2018 - 2019
1.0,142.0,453.75,2018 - 2019
1.0,142.0,640.0,2018 - 2019
1.0,142.0,1561.25,2018 - 2019
1.0,142.0,0.0,2018 - 2019
1.0,142.0,720.0,2018 - 2019
1.0,142.0,810.0,2018 - 2019
1.0,142.0,195.0,2018 - 2019
1.0,142.0,3150.0,2018 - 2019
1.0,142.0,150.0,2018 - 2019
1.0,142.0,1913.75,2018 - 2019
1.0,142.0,540.0,2018 - 2019
1.0,142.0,682.5,2018 - 2019
1.0,142.0,1065.0,2018 - 2019
1.0,142.0,180.0,2018 - 2019
1.0,142.0,635.0,2018 - 2019
1.0,142.0,1920.0,2018 - 2019
1.0,142.0,750.0,2018 - 2019
1.0,142.0,885.0,2018 - 2019
1.0,142.0,1008.75,2018 - 2019
1.0,142.0,356.25,2018 - 2019
1.0,142.0,0.0,2018 - 2019
1.0,142.0,0.0,2018 - 2019
1.0,142.0,577.5,2018 - 2019
1.0,142.0,660.0,2018 - 2019
1.0,142.0,1556.25,2018 - 2019
1.0,142.0,615.0,2018 - 2019
1.0,142.0,525.0,2018 - 2019
1.0,142.0,792.5,2018 - 2019
1.0,142.0,0.0,2018 - 2019
1.0,142.0,20.0,2018 - 2019
1.0,147.0,75.0,2018 - 2019
1.0,147.0,330.0,2018 - 2019
1.0,147.0,420.0,2018 - 2019
1.0,147.0,157.5,2018 - 2019
1.0,147.0,1140.0,2018 - 2019
1.0,147.0,620.0,2018 - 2019
1.0,147.0,273.75,2018 - 2019
1.0,147.0,165.0,2018 - 2019
1.0,147.0,82.5,2018 - 2019
