LondInOut,LA_2023,DURATION_SPORTCOUNT_A01,year
2.0,139.0,337.5,2015 - 2016
2.0,139.0,7058.0,2015 - 2016
2.0,139.0,37.5,2015 - 2016
2.0,139.0,175.75,2015 - 2016
2.0,139.0,1212.5,2015 - 2016
2.0,139.0,575.0,2015 - 2016
2.0,139.0,675.0,2015 - 2016
2.0,139.0,750.0,2015 - 2016
2.0,139.0,380.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,227.0,2015 - 2016
2.0,139.0,105.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,65.0,2015 - 2016
2.0,139.0,107.5,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,3097.5,2015 - 2016
2.0,139.0,515.0,2015 - 2016
2.0,139.0,650.0,2015 - 2016
2.0,139.0,787.5,2015 - 2016
2.0,139.0,300.0,2015 - 2016
2.0,139.0,285.0,2015 - 2016
2.0,139.0,105.0,2015 - 2016
2.0,139.0,510.0,2015 - 2016
2.0,139.0,821.25,2015 - 2016
2.0,139.0,37.5,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,210.0,2015 - 2016
2.0,139.0,52.5,2015 - 2016
2.0,139.0,353.0,2015 - 2016
2.0,139.0,135.0,2015 - 2016
2.0,139.0,270.0,2015 - 2016
2.0,139.0,135.0,2015 - 2016
2.0,139.0,267.5,2015 - 2016
2.0,139.0,125.0,2015 - 2016
2.0,139.0,117.5,2015 - 2016
2.0,139.0,706.25,2015 - 2016
2.0,139.0,1860.0,2015 - 2016
2.0,139.0,1395.75,2015 - 2016
2.0,139.0,1312.5,2015 - 2016
2.0,139.0,510.0,2015 - 2016
2.0,139.0,390.0,2015 - 2016
2.0,139.0,367.5,2015 - 2016
2.0,139.0,1080.0,2015 - 2016
2.0,139.0,330.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,0.0,2015 - 2016
2.0,139.0,12.5,2015 - 2016
2.0,139.0,86.25,2015 - 2016
2.0,139.0,257.5,2015 - 2016
2.0,139.0,52.5,2015 - 2016
1.0,142.0,120.0,2015 - 2016
1.0,142.0,90.0,2015 - 2016
1.0,142.0,360.0,2015 - 2016
1.0,142.0,615.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,603.75,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,1125.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,360.0,2015 - 2016
1.0,142.0,65.0,2015 - 2016
1.0,142.0,147.5,2015 - 2016
1.0,142.0,439.0,2015 - 2016
1.0,142.0,420.0,2015 - 2016
1.0,142.0,1423.75,2015 - 2016
1.0,142.0,945.0,2015 - 2016
1.0,142.0,1270.0,2015 - 2016
1.0,142.0,1230.0,2015 - 2016
1.0,142.0,165.0,2015 - 2016
1.0,142.0,1915.0,2015 - 2016
1.0,142.0,540.0,2015 - 2016
1.0,142.0,285.0,2015 - 2016
1.0,142.0,420.0,2015 - 2016
1.0,142.0,560.5,2015 - 2016
1.0,142.0,435.0,2015 - 2016
1.0,142.0,491.25,2015 - 2016
1.0,142.0,127.5,2015 - 2016
1.0,142.0,1373.5,2015 - 2016
1.0,142.0,1230.0,2015 - 2016
1.0,142.0,255.0,2015 - 2016
1.0,142.0,132.5,2015 - 2016
1.0,142.0,720.0,2015 - 2016
1.0,142.0,240.0,2015 - 2016
1.0,142.0,502.5,2015 - 2016
1.0,142.0,270.0,2015 - 2016
1.0,142.0,11.25,2015 - 2016
1.0,142.0,1050.0,2015 - 2016
1.0,142.0,67.5,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,56.25,2015 - 2016
1.0,142.0,8640.0,2015 - 2016
1.0,142.0,8640.0,2015 - 2016
1.0,142.0,470.0,2015 - 2016
1.0,142.0,6270.0,2015 - 2016
1.0,142.0,855.0,2015 - 2016
1.0,142.0,3830.0,2015 - 2016
1.0,142.0,75.0,2015 - 2016
1.0,142.0,1035.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,636.25,2015 - 2016
1.0,142.0,187.5,2015 - 2016
1.0,142.0,126.25,2015 - 2016
1.0,142.0,1890.0,2015 - 2016
1.0,142.0,30.0,2015 - 2016
1.0,142.0,1160.0,2015 - 2016
1.0,142.0,442.5,2015 - 2016
1.0,142.0,517.5,2015 - 2016
1.0,142.0,2981.25,2015 - 2016
1.0,142.0,120.0,2015 - 2016
1.0,142.0,180.0,2015 - 2016
1.0,142.0,2595.0,2015 - 2016
1.0,142.0,600.0,2015 - 2016
1.0,142.0,685.0,2015 - 2016
1.0,142.0,880.0,2015 - 2016
1.0,142.0,1110.0,2015 - 2016
1.0,142.0,1170.0,2015 - 2016
1.0,142.0,150.0,2015 - 2016
1.0,142.0,375.0,2015 - 2016
1.0,142.0,195.0,2015 - 2016
1.0,142.0,30.0,2015 - 2016
1.0,142.0,550.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,285.0,2015 - 2016
1.0,142.0,705.0,2015 - 2016
1.0,142.0,298.75,2015 - 2016
1.0,142.0,437.5,2015 - 2016
1.0,142.0,1080.0,2015 - 2016
1.0,142.0,472.5,2015 - 2016
1.0,142.0,607.5,2015 - 2016
1.0,142.0,2017.5,2015 - 2016
1.0,142.0,712.5,2015 - 2016
1.0,142.0,750.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,142.0,578.75,2015 - 2016
1.0,142.0,22.5,2015 - 2016
1.0,142.0,453.75,2015 - 2016
1.0,142.0,555.0,2015 - 2016
1.0,142.0,93.75,2015 - 2016
1.0,142.0,45.0,2015 - 2016
1.0,142.0,0.0,2015 - 2016
1.0,147.0,0.0,2015 - 2016
1.0,147.0,1495.0,2015 - 2016
1.0,147.0,1470.0,2015 - 2016
1.0,147.0,540.0,2015 - 2016
1.0,147.0,150.0,2015 - 2016
1.0,147.0,490.0,2015 - 2016
1.0,147.0,0.0,2015 - 2016
1.0,147.0,0.0,2015 - 2016
1.0,147.0,3217.5,2015 - 2016
1.0,147.0,300.0,2015 - 2016
1.0,147.0,270.0,2015 - 2016
1.0,147.0,407.5,2015 - 2016
1.0,147.0,375.0,2015 - 2016
1.0,147.0,494.5,2015 - 2016
1.0,147.0,1225.0,2015 - 2016
1.0,147.0,1980.0,2015 - 2016
1.0,147.0,936.25,2015 - 2016
1.0,147.0,50.0,2015 - 2016
1.0,147.0,1680.0,2015 - 2016
1.0,147.0,40.0,2015 - 2016
1.0,147.0,125.0,2015 - 2016
1.0,147.0,750.0,2015 - 2016
1.0,147.0,780.0,2015 - 2016
1.0,147.0,793.0,2015 - 2016
1.0,147.0,150.0,2015 - 2016
1.0,147.0,240.0,2015 - 2016
1.0,147.0,967.5,2015 - 2016
1.0,147.0,1485.0,2015 - 2016
1.0,147.0,1605.0,2015 - 2016
1.0,147.0,330.0,2015 - 2016
1.0,147.0,250.0,2015 - 2016
1.0,147.0,1192.5,2015 - 2016
1.0,147.0,1845.0,2015 - 2016
1.0,147.0,1200.0,2015 - 2016
1.0,147.0,375.0,2015 - 2016
1.0,147.0,135.0,2015 - 2016
1.0,147.0,1590.0,2015 - 2016
1.0,147.0,155.0,2015 - 2016
1.0,147.0,1965.0,2015 - 2016
1.0,147.0,638.75,2015 - 2016
1.0,147.0,690.0,2015 - 2016
1.0,147.0,0.0,2015 - 2016
1.0,147.0,0.0,2015 - 2016
2.0,160.0,727.5,2015 - 2016
2.0,160.0,1882.5,2015 - 2016
2.0,160.0,437.5,2015 - 2016
2.0,160.0,80.0,2015 - 2016
2.0,160.0,573.75,2015 - 2016
2.0,160.0,87.5,2015 - 2016
2.0,160.0,97.5,2015 - 2016
2.0,160.0,3048.75,2015 - 2016
2.0,160.0,1605.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,300.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,216.75,2015 - 2016
2.0,160.0,180.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,450.0,2015 - 2016
2.0,160.0,437.5,2015 - 2016
2.0,160.0,623.75,2015 - 2016
2.0,160.0,375.0,2015 - 2016
2.0,160.0,1200.0,2015 - 2016
2.0,160.0,712.5,2015 - 2016
2.0,160.0,562.5,2015 - 2016
2.0,160.0,990.0,2015 - 2016
2.0,160.0,330.0,2015 - 2016
2.0,160.0,60.0,2015 - 2016
2.0,160.0,2633.75,2015 - 2016
2.0,160.0,1113.75,2015 - 2016
2.0,160.0,170.0,2015 - 2016
2.0,160.0,160.0,2015 - 2016
2.0,160.0,240.0,2015 - 2016
2.0,160.0,420.0,2015 - 2016
2.0,160.0,435.0,2015 - 2016
2.0,160.0,555.0,2015 - 2016
2.0,160.0,16.25,2015 - 2016
2.0,160.0,165.0,2015 - 2016
2.0,160.0,420.0,2015 - 2016
2.0,160.0,167.5,2015 - 2016
2.0,160.0,525.0,2015 - 2016
2.0,160.0,390.0,2015 - 2016
2.0,160.0,2235.0,2015 - 2016
2.0,160.0,357.5,2015 - 2016
2.0,160.0,105.0,2015 - 2016
2.0,160.0,45.0,2015 - 2016
2.0,160.0,285.0,2015 - 2016
2.0,160.0,920.0,2015 - 2016
2.0,160.0,2880.0,2015 - 2016
2.0,160.0,3405.0,2015 - 2016
2.0,160.0,0.0,2015 - 2016
2.0,160.0,75.0,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,857.5,2015 - 2016
1.0,171.0,200.0,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,2655.0,2015 - 2016
1.0,171.0,4200.0,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,92.5,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,1275.0,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,840.0,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,1117.5,2015 - 2016
1.0,171.0,375.0,2015 - 2016
1.0,171.0,420.0,2015 - 2016
1.0,171.0,800.0,2015 - 2016
1.0,171.0,462.5,2015 - 2016
1.0,171.0,372.5,2015 - 2016
1.0,171.0,251.25,2015 - 2016
1.0,171.0,135.0,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,600.0,2015 - 2016
1.0,171.0,315.0,2015 - 2016
1.0,171.0,410.0,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,343.75,2015 - 2016
1.0,171.0,0.0,2015 - 2016
1.0,171.0,735.0,2015 - 2016
2.0,196.0,130.0,2015 - 2016
2.0,196.0,2070.0,2015 - 2016
2.0,196.0,1890.0,2015 - 2016
2.0,196.0,300.0,2015 - 2016
2.0,196.0,570.0,2015 - 2016
2.0,196.0,24780.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,360.0,2015 - 2016
2.0,196.0,166.5,2015 - 2016
2.0,196.0,290.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,187.5,2015 - 2016
2.0,196.0,105.0,2015 - 2016
2.0,196.0,1290.0,2015 - 2016
2.0,196.0,675.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,320.0,2015 - 2016
2.0,196.0,360.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,200.0,2015 - 2016
2.0,196.0,150.0,2015 - 2016
2.0,196.0,570.0,2015 - 2016
2.0,196.0,300.0,2015 - 2016
2.0,196.0,90.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,930.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,687.5,2015 - 2016
2.0,196.0,535.0,2015 - 2016
2.0,196.0,420.0,2015 - 2016
2.0,196.0,412.5,2015 - 2016
2.0,196.0,1080.0,2015 - 2016
2.0,196.0,150.0,2015 - 2016
2.0,196.0,270.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,1010.0,2015 - 2016
2.0,196.0,37.5,2015 - 2016
2.0,196.0,420.0,2015 - 2016
2.0,196.0,200.0,2015 - 2016
2.0,196.0,420.0,2015 - 2016
2.0,196.0,165.0,2015 - 2016
2.0,196.0,110.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,780.0,2015 - 2016
2.0,196.0,1200.0,2015 - 2016
2.0,196.0,450.0,2015 - 2016
2.0,196.0,840.0,2015 - 2016
2.0,196.0,1615.0,2015 - 2016
2.0,196.0,450.0,2015 - 2016
2.0,196.0,545.0,2015 - 2016
2.0,196.0,260.0,2015 - 2016
2.0,196.0,945.0,2015 - 2016
2.0,196.0,512.5,2015 - 2016
2.0,196.0,105.0,2015 - 2016
2.0,196.0,2790.0,2015 - 2016
2.0,196.0,600.0,2015 - 2016
2.0,196.0,540.0,2015 - 2016
2.0,196.0,165.0,2015 - 2016
2.0,196.0,150.0,2015 - 2016
2.0,196.0,560.0,2015 - 2016
2.0,196.0,270.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,945.0,2015 - 2016
2.0,196.0,1740.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,850.0,2015 - 2016
2.0,196.0,120.0,2015 - 2016
2.0,196.0,170.0,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,460.0,2015 - 2016
2.0,196.0,1001.25,2015 - 2016
2.0,196.0,120.0,2015 - 2016
2.0,196.0,37.5,2015 - 2016
2.0,196.0,0.0,2015 - 2016
2.0,196.0,4740.0,2015 - 2016
2.0,196.0,266.25,2015 - 2016
2.0,201.0,485.0,2015 - 2016
2.0,201.0,770.0,2015 - 2016
2.0,201.0,732.5,2015 - 2016
2.0,201.0,1920.0,2015 - 2016
2.0,201.0,630.0,2015 - 2016
2.0,201.0,405.0,2015 - 2016
2.0,201.0,243.75,2015 - 2016
2.0,201.0,1072.5,2015 - 2016
2.0,201.0,453.75,2015 - 2016
2.0,201.0,1462.5,2015 - 2016
2.0,201.0,1632.5,2015 - 2016
2.0,201.0,575.0,2015 - 2016
2.0,201.0,532.5,2015 - 2016
2.0,201.0,3300.0,2015 - 2016
2.0,201.0,3675.0,2015 - 2016
2.0,201.0,755.0,2015 - 2016
2.0,201.0,240.0,2015 - 2016
2.0,201.0,210.0,2015 - 2016
2.0,201.0,1495.0,2015 - 2016
2.0,201.0,570.0,2015 - 2016
2.0,201.0,450.0,2015 - 2016
2.0,201.0,105.0,2015 - 2016
2.0,201.0,280.0,2015 - 2016
2.0,201.0,280.0,2015 - 2016
2.0,201.0,487.5,2015 - 2016
2.0,201.0,0.0,2015 - 2016
2.0,201.0,630.0,2015 - 2016
2.0,201.0,660.0,2015 - 2016
2.0,201.0,60.0,2015 - 2016
2.0,201.0,0.0,2015 - 2016
2.0,201.0,495.0,2015 - 2016
2.0,201.0,990.0,2015 - 2016
2.0,201.0,1530.0,2015 - 2016
2.0,201.0,765.0,2015 - 2016
2.0,201.0,182.0,2015 - 2016
2.0,201.0,1202.5,2015 - 2016
2.0,201.0,920.0,2015 - 2016
2.0,201.0,300.0,2015 - 2016
2.0,201.0,0.0,2015 - 2016
2.0,201.0,378.75,2015 - 2016
2.0,201.0,75.0,2015 - 2016
2.0,201.0,0.0,2015 - 2016
2.0,201.0,450.0,2015 - 2016
2.0,201.0,2807.0,2015 - 2016
2.0,201.0,1282.5,2015 - 2016
2.0,201.0,350.0,2015 - 2016
2.0,201.0,105.0,2015 - 2016
2.0,201.0,45.0,2015 - 2016
2.0,201.0,962.5,2015 - 2016
2.0,201.0,165.0,2015 - 2016
2.0,201.0,0.0,2015 - 2016
1.0,241.0,287.5,2015 - 2016
1.0,241.0,555.0,2015 - 2016
1.0,241.0,0.0,2015 - 2016
1.0,241.0,0.0,2015 - 2016
1.0,241.0,0.0,2015 - 2016
1.0,241.0,570.0,2015 - 2016
1.0,241.0,593.75,2015 - 2016
1.0,241.0,281.25,2015 - 2016
1.0,241.0,772.5,2015 - 2016
1.0,241.0,1500.0,2015 - 2016
1.0,241.0,600.0,2015 - 2016
1.0,241.0,630.0,2015 - 2016
1.0,241.0,352.5,2015 - 2016
1.0,241.0,457.5,2015 - 2016
1.0,241.0,195.0,2015 - 2016
1.0,241.0,360.0,2015 - 2016
1.0,241.0,2370.0,2015 - 2016
1.0,241.0,1497.5,2015 - 2016
1.0,241.0,60.0,2015 - 2016
1.0,241.0,3360.0,2015 - 2016
1.0,241.0,0.0,2015 - 2016
1.0,241.0,352.5,2015 - 2016
1.0,241.0,378.75,2015 - 2016
1.0,241.0,267.5,2015 - 2016
1.0,241.0,895.0,2015 - 2016
1.0,241.0,3135.0,2015 - 2016
1.0,241.0,282.5,2015 - 2016
1.0,241.0,125.0,2015 - 2016
1.0,241.0,585.0,2015 - 2016
1.0,241.0,480.0,2015 - 2016
1.0,241.0,30.0,2015 - 2016
1.0,241.0,22.5,2015 - 2016
1.0,241.0,2400.0,2015 - 2016
1.0,241.0,682.5,2015 - 2016
1.0,241.0,552.5,2015 - 2016
1.0,241.0,247.5,2015 - 2016
1.0,241.0,0.0,2015 - 2016
1.0,241.0,615.0,2015 - 2016
1.0,241.0,513.75,2015 - 2016
1.0,241.0,750.75,2015 - 2016
1.0,241.0,320.0,2015 - 2016
1.0,241.0,420.0,2015 - 2016
1.0,241.0,630.0,2015 - 2016
1.0,241.0,472.5,2015 - 2016
1.0,241.0,817.5,2015 - 2016
1.0,241.0,187.5,2015 - 2016
1.0,241.0,230.0,2015 - 2016
2.0,255.0,486.25,2015 - 2016
2.0,255.0,1490.0,2015 - 2016
2.0,255.0,413.75,2015 - 2016
2.0,255.0,135.0,2015 - 2016
2.0,255.0,307.5,2015 - 2016
2.0,255.0,150.0,2015 - 2016
2.0,255.0,645.0,2015 - 2016
2.0,255.0,510.0,2015 - 2016
2.0,255.0,233.75,2015 - 2016
2.0,255.0,580.0,2015 - 2016
2.0,255.0,285.0,2015 - 2016
2.0,255.0,938.25,2015 - 2016
2.0,255.0,30.0,2015 - 2016
2.0,255.0,900.0,2015 - 2016
2.0,255.0,522.5,2015 - 2016
2.0,255.0,0.0,2015 - 2016
2.0,255.0,115.0,2015 - 2016
2.0,255.0,0.0,2015 - 2016
2.0,255.0,180.0,2015 - 2016
2.0,255.0,462.5,2015 - 2016
2.0,255.0,720.0,2015 - 2016
2.0,255.0,0.0,2015 - 2016
2.0,255.0,157.5,2015 - 2016
2.0,255.0,112.5,2015 - 2016
2.0,255.0,240.0,2015 - 2016
2.0,255.0,60.0,2015 - 2016
2.0,255.0,60.0,2015 - 2016
2.0,255.0,225.0,2015 - 2016
2.0,255.0,640.0,2015 - 2016
2.0,255.0,0.0,2015 - 2016
2.0,255.0,270.0,2015 - 2016
2.0,255.0,378.75,2015 - 2016
2.0,255.0,86.25,2015 - 2016
2.0,255.0,225.0,2015 - 2016
2.0,255.0,58.75,2015 - 2016
2.0,255.0,420.0,2015 - 2016
2.0,255.0,15.0,2015 - 2016
2.0,255.0,67.5,2015 - 2016
2.0,255.0,160.0,2015 - 2016
2.0,255.0,547.5,2015 - 2016
2.0,255.0,60.0,2015 - 2016
2.0,255.0,22.5,2015 - 2016
2.0,255.0,0.0,2015 - 2016
2.0,255.0,1545.0,2015 - 2016
2.0,255.0,585.0,2015 - 2016
2.0,255.0,1552.5,2015 - 2016
2.0,255.0,315.0,2015 - 2016
2.0,255.0,0.0,2015 - 2016
2.0,255.0,75.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,25.0,2015 - 2016
1.0,272.0,960.0,2015 - 2016
1.0,272.0,435.0,2015 - 2016
1.0,272.0,90.0,2015 - 2016
1.0,272.0,432.5,2015 - 2016
1.0,272.0,1275.0,2015 - 2016
1.0,272.0,998.0,2015 - 2016
1.0,272.0,330.0,2015 - 2016
1.0,272.0,537.5,2015 - 2016
1.0,272.0,570.0,2015 - 2016
1.0,272.0,300.0,2015 - 2016
1.0,272.0,420.0,2015 - 2016
1.0,272.0,1080.0,2015 - 2016
1.0,272.0,540.0,2015 - 2016
1.0,272.0,637.5,2015 - 2016
1.0,272.0,187.5,2015 - 2016
1.0,272.0,37.5,2015 - 2016
1.0,272.0,300.0,2015 - 2016
1.0,272.0,120.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,675.0,2015 - 2016
1.0,272.0,30.0,2015 - 2016
1.0,272.0,375.0,2015 - 2016
1.0,272.0,112.5,2015 - 2016
1.0,272.0,367.5,2015 - 2016
1.0,272.0,1740.0,2015 - 2016
1.0,272.0,191.25,2015 - 2016
1.0,272.0,255.0,2015 - 2016
1.0,272.0,885.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,75.0,2015 - 2016
1.0,272.0,680.0,2015 - 2016
1.0,272.0,975.0,2015 - 2016
1.0,272.0,150.0,2015 - 2016
1.0,272.0,3780.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,0.0,2015 - 2016
1.0,272.0,330.0,2015 - 2016
1.0,272.0,37.5,2015 - 2016
1.0,272.0,757.5,2015 - 2016
1.0,272.0,510.0,2015 - 2016
1.0,272.0,467.5,2015 - 2016
1.0,272.0,1470.0,2015 - 2016
1.0,272.0,102.5,2015 - 2016
1.0,272.0,922.5,2015 - 2016
1.0,272.0,7.5,2015 - 2016
1.0,272.0,840.0,2015 - 2016
1.0,272.0,1245.0,2015 - 2016
1.0,272.0,665.0,2015 - 2016
1.0,272.0,753.25,2015 - 2016
1.0,272.0,495.0,2015 - 2016
2.0,279.0,0.0,2015 - 2016
2.0,279.0,210.0,2015 - 2016
2.0,279.0,120.0,2015 - 2016
2.0,279.0,0.0,2015 - 2016
2.0,279.0,420.0,2015 - 2016
2.0,279.0,75.0,2015 - 2016
2.0,279.0,225.0,2015 - 2016
2.0,279.0,407.5,2015 - 2016
2.0,279.0,990.0,2015 - 2016
2.0,279.0,832.5,2015 - 2016
2.0,279.0,105.0,2015 - 2016
2.0,279.0,240.0,2015 - 2016
2.0,279.0,125.0,2015 - 2016
2.0,279.0,75.0,2015 - 2016
2.0,279.0,270.0,2015 - 2016
2.0,279.0,195.0,2015 - 2016
2.0,279.0,1150.0,2015 - 2016
2.0,279.0,0.0,2015 - 2016
2.0,279.0,0.0,2015 - 2016
2.0,279.0,90.0,2015 - 2016
2.0,279.0,1440.0,2015 - 2016
2.0,279.0,0.0,2015 - 2016
2.0,279.0,678.75,2015 - 2016
2.0,279.0,455.0,2015 - 2016
2.0,279.0,0.0,2015 - 2016
2.0,279.0,2280.0,2015 - 2016
2.0,279.0,900.0,2015 - 2016
2.0,279.0,682.5,2015 - 2016
2.0,279.0,56.25,2015 - 2016
2.0,279.0,335.0,2015 - 2016
2.0,279.0,235.0,2015 - 2016
2.0,279.0,1140.0,2015 - 2016
2.0,279.0,1342.5,2015 - 2016
2.0,279.0,472.5,2015 - 2016
2.0,279.0,1260.0,2015 - 2016
2.0,279.0,2520.0,2015 - 2016
2.0,279.0,517.5,2015 - 2016
2.0,279.0,0.0,2015 - 2016
2.0,279.0,510.0,2015 - 2016
2.0,279.0,1020.0,2015 - 2016
2.0,279.0,1635.0,2015 - 2016
2.0,279.0,142.5,2015 - 2016
2.0,279.0,1840.0,2015 - 2016
2.0,279.0,322.5,2015 - 2016
2.0,279.0,562.5,2015 - 2016
1.0,280.0,990.0,2015 - 2016
1.0,280.0,1268.5,2015 - 2016
1.0,280.0,1067.5,2015 - 2016
1.0,280.0,150.0,2015 - 2016
1.0,280.0,0.0,2015 - 2016
1.0,280.0,0.0,2015 - 2016
1.0,280.0,1192.5,2015 - 2016
1.0,280.0,3255.0,2015 - 2016
1.0,280.0,126.25,2015 - 2016
1.0,280.0,360.0,2015 - 2016
1.0,280.0,60.0,2015 - 2016
1.0,280.0,323.75,2015 - 2016
1.0,280.0,255.0,2015 - 2016
1.0,280.0,572.5,2015 - 2016
1.0,280.0,30.0,2015 - 2016
1.0,280.0,160.0,2015 - 2016
1.0,280.0,0.0,2015 - 2016
1.0,280.0,30.0,2015 - 2016
1.0,280.0,90.0,2015 - 2016
1.0,280.0,420.0,2015 - 2016
1.0,280.0,1420.0,2015 - 2016
1.0,280.0,525.0,2015 - 2016
1.0,280.0,1215.0,2015 - 2016
1.0,280.0,495.0,2015 - 2016
1.0,280.0,1250.0,2015 - 2016
1.0,280.0,371.25,2015 - 2016
1.0,280.0,356.25,2015 - 2016
1.0,280.0,210.0,2015 - 2016
1.0,280.0,332.0,2015 - 2016
1.0,280.0,280.0,2015 - 2016
1.0,280.0,222.5,2015 - 2016
1.0,280.0,367.5,2015 - 2016
1.0,280.0,3110.0,2015 - 2016
1.0,280.0,575.0,2015 - 2016
1.0,280.0,70.0,2015 - 2016
1.0,280.0,185.0,2015 - 2016
1.0,280.0,578.75,2015 - 2016
1.0,280.0,286.25,2015 - 2016
1.0,280.0,401.25,2015 - 2016
1.0,280.0,25.0,2015 - 2016
1.0,293.0,437.5,2015 - 2016
1.0,293.0,472.5,2015 - 2016
1.0,293.0,600.0,2015 - 2016
1.0,293.0,1050.0,2015 - 2016
1.0,293.0,1260.0,2015 - 2016
1.0,293.0,97.5,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,390.0,2015 - 2016
1.0,293.0,211.25,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,790.0,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,750.0,2015 - 2016
1.0,293.0,386.25,2015 - 2016
1.0,293.0,60.0,2015 - 2016
1.0,293.0,420.0,2015 - 2016
1.0,293.0,160.0,2015 - 2016
1.0,293.0,2085.0,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,620.0,2015 - 2016
1.0,293.0,470.0,2015 - 2016
1.0,293.0,645.0,2015 - 2016
1.0,293.0,37.5,2015 - 2016
1.0,293.0,347.0,2015 - 2016
1.0,293.0,1560.0,2015 - 2016
1.0,293.0,3780.0,2015 - 2016
1.0,293.0,75.0,2015 - 2016
1.0,293.0,151.0,2015 - 2016
1.0,293.0,693.75,2015 - 2016
1.0,293.0,540.0,2015 - 2016
1.0,293.0,730.0,2015 - 2016
1.0,293.0,487.5,2015 - 2016
1.0,293.0,357.5,2015 - 2016
1.0,293.0,712.5,2015 - 2016
1.0,293.0,475.0,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,622.5,2015 - 2016
1.0,293.0,340.0,2015 - 2016
1.0,293.0,120.0,2015 - 2016
1.0,293.0,675.0,2015 - 2016
1.0,293.0,77.5,2015 - 2016
1.0,293.0,735.0,2015 - 2016
1.0,293.0,307.5,2015 - 2016
1.0,293.0,270.0,2015 - 2016
1.0,293.0,210.0,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,0.0,2015 - 2016
1.0,293.0,810.0,2015 - 2016
1.0,293.0,352.5,2015 - 2016
1.0,293.0,117.5,2015 - 2016
1.0,293.0,90.0,2015 - 2016
1.0,293.0,780.0,2015 - 2016
1.0,293.0,495.0,2015 - 2016
