Age9,Gend3,Eth7,Disab2_POP,Educ6,NSSEC5,IMD10,WorkStat8,Child4,HHLiv9,Motiva_POP,motivd_POP,inclus_a,inclus_b,inclus_c,anxious,comm1,comm2,happy,indev,indevtry,lone,worthw,PREDS_Motiva_POP,PERTURBED_PREDS_Motiva_POP,DIFFERENCE_Motiva_POP,PREDS_motivd_POP,PERTURBED_PREDS_motivd_POP,DIFFERENCE_motivd_POP,PREDS_indev,PERTURBED_PREDS_indev,DIFFERENCE_indev,PREDS_indevtry,PERTURBED_PREDS_indevtry,DIFFERENCE_indevtry,PREDS_inclus_a,PERTURBED_PREDS_inclus_a,DIFFERENCE_inclus_a,PREDS_inclus_b,PERTURBED_PREDS_inclus_b,DIFFERENCE_inclus_b,PREDS_inclus_c,PERTURBED_PREDS_inclus_c,DIFFERENCE_inclus_c,PREDS_comm1,PERTURBED_PREDS_comm1,DIFFERENCE_comm1,PREDS_comm2,PERTURBED_PREDS_comm2,DIFFERENCE_comm2,PREDS_anxious,PERTURBED_PREDS_anxious,DIFFERENCE_anxious,PREDS_happy,PERTURBED_PREDS_happy,DIFFERENCE_happy,PREDS_lone,PERTURBED_PREDS_lone,DIFFERENCE_lone,PREDS_worthw,PERTURBED_PREDS_worthw,DIFFERENCE_worthw,labels
3,0,0,0,2,0,1,0,0,0,2.0,5.0,2.0,4.0,2.0,6.0,2.0,2.0,8.0,5.0,5.0,5.0,8.0,0.2722258119062247,0.4538074210590638,0.1815816091528391,,,,,,,,,,0.2722258119062247,0.2722258119062247,0.0,0.2722258119062247,0.25200180815222,-0.020224003754004682,0.2722258119062247,0.32250034720534043,0.05027453529911574,0.2722258119062247,0.21707493483335263,-0.05515087707287206,0.2722258119062247,0.2722258119062247,0.0,0.2722258119062247,0.4870817825134433,0.21485597060721862,0.2722258119062247,0.2565460961075984,-0.015679715798626315,,,,0.2722258119062247,0.22429190287802722,-0.04793390902819747,15
0,1,2,0,5,3,4,6,3,8,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,0.2455919122325432,0.32231942356865045,0.07672751133610725,,,,0.2455919122325432,0.2455919122325432,0.0,0.2455919122325432,0.2455919122325432,0.0,0.2455919122325432,0.2518449959307339,0.006253083698190692,0.2455919122325432,0.19009906353128772,-0.05549284870125548,0.2455919122325432,0.26905854072204616,0.023466628489502955,0.2455919122325432,0.20672420915170747,-0.03886770308083573,0.2455919122325432,0.20661213510333248,-0.03897977712921072,0.2455919122325432,0.26752090889589925,0.021928996663356043,0.2455919122325432,0.24815691806367499,0.0025650058311317836,0.2455919122325432,0.28322996615485957,0.03763805392231637,0.2455919122325432,0.31503626399152107,0.06944435175897787,21
1,1,1,0,0,0,1,0,0,3,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,6.0,4.0,4.0,2.0,8.0,,,,0.8479251818598204,0.8736344227202727,0.025709240860452343,0.8479251818598204,0.8701888049154328,0.02226362305561247,0.8479251818598204,0.8412885334262673,-0.0066366484335530496,,,,0.8479251818598204,0.843421109747566,-0.0045040721122543426,0.8479251818598204,0.8373598032036359,-0.010565378656184454,0.8479251818598204,0.8803949511587851,0.032469769298964724,0.8479251818598204,0.7813816491669354,-0.06654353269288493,0.8479251818598204,0.888153074404862,0.040227892545041666,0.8479251818598204,0.8507193728649883,0.0027941910051679786,0.8479251818598204,0.8520758120403922,0.004150630180571824,0.8479251818598204,0.7961633617332359,-0.05176182012658448,11
4,1,5,0,0,0,2,0,0,5,1.0,5.0,2.0,4.0,1.0,1.0,3.0,4.0,9.0,4.0,5.0,5.0,8.0,,,,,,,0.8192331768756158,0.8930965039863202,0.07386332711070442,,,,0.8192331768756158,0.801278291139278,-0.017954885736337856,0.8192331768756158,0.8039223915452761,-0.015310785330339693,,,,0.8192331768756158,0.8794937089052269,0.060260532029611125,,,,0.8192331768756158,0.8122849260172469,-0.006948250858368921,0.8192331768756158,0.7815481969231237,-0.03768497995249209,,,,0.8192331768756158,0.7207017827248683,-0.09853139415074752,6
3,1,2,0,1,2,4,0,1,4,2.0,4.0,3.0,3.0,3.0,7.0,3.0,3.0,6.0,3.0,3.0,4.0,7.0,0.3304345894309946,0.47373878975749373,0.14330420032649915,0.3304345894309946,0.3087049786390493,-0.021729610791945297,0.3304345894309946,0.3534284564207052,0.02299386698971062,0.3304345894309946,0.3304345894309946,0.0,0.3304345894309946,0.3304345894309946,0.0,0.3304345894309946,0.3504547021267017,0.020020112695707137,0.3304345894309946,0.25098188096040686,-0.07945270847058772,0.3304345894309946,0.23736828357904663,-0.09306630585194794,0.3304345894309946,0.3432765065141354,0.012841917083140808,0.3304345894309946,0.4390258702569818,0.10859128082598724,0.3304345894309946,0.3891672587782463,0.05873266934725174,0.3304345894309946,0.3370877550986603,0.006653165667665717,0.3304345894309946,0.309259099885663,-0.02117548954533155,0
0,0,2,0,1,3,3,6,0,7,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,8.0,4.0,4.0,5.0,7.0,0.2825340069076919,0.4424706143189163,0.1599366074112244,0.2825340069076919,0.22253365060673727,-0.060000356300954655,0.2825340069076919,0.29832968601165616,0.015795679103964233,0.2825340069076919,0.29319938336845447,0.010665376460762543,0.2825340069076919,0.22041541750864638,-0.06211858939904555,0.2825340069076919,0.32725754454399086,0.04472353763629894,0.2825340069076919,0.5818045212298308,0.2992705143221389,0.2825340069076919,0.2584761297431661,-0.024057877164525843,,,,0.2825340069076919,0.32864785195386415,0.04611384504617222,0.2825340069076919,0.3214266317383336,0.03889262483064165,,,,0.2825340069076919,0.31662517541465623,0.03409116850696431,21
1,1,0,0,2,0,4,0,0,7,2.0,4.0,3.0,4.0,3.0,8.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,0.10703193159153063,0.3026189127414692,0.19558698114993855,0.10703193159153063,0.18958095736402528,0.08254902577249465,0.10703193159153063,0.10703193159153063,0.0,0.10703193159153063,0.10703193159153063,0.0,0.10703193159153063,0.10703193159153063,0.0,0.10703193159153063,0.15585580825409387,0.04882387666256324,0.10703193159153063,0.08109103065888683,-0.0259409009326438,0.10703193159153063,0.1164622966251135,0.009430365033582869,0.10703193159153063,0.07399679476867715,-0.03303513682285347,0.10703193159153063,0.10740589730037457,0.00037396570884394575,0.10703193159153063,0.14177003192637777,0.034738100334847144,0.10703193159153063,0.1101706668659971,0.003138735274466467,0.10703193159153063,0.2236891235730403,0.11665719198150967,26
1,1,1,0,0,0,6,7,1,4,2.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,8.0,5.0,4.0,4.0,9.0,0.6469027614113029,0.6702568160926822,0.0233540546813793,,,,,,,0.6469027614113029,0.6586948409295096,0.01179207951820671,0.6469027614113029,0.6399498574724224,-0.006952903938880484,0.6469027614113029,0.6647138152799582,0.017811053868655335,0.6469027614113029,0.6117197760164814,-0.03518298539482145,0.6469027614113029,0.6820668602001895,0.0351640987888866,0.6469027614113029,0.6469027614113029,0.0,0.6469027614113029,0.8469996687077646,0.20009690729646168,0.6469027614113029,0.6938850343698064,0.046982272958503546,0.6469027614113029,0.49252350526277205,-0.15437925614853082,0.6469027614113029,0.6160299675224283,-0.03087279388887454,3
2,1,2,0,0,0,3,1,0,3,3.0,3.0,2.0,3.0,2.0,9.0,3.0,2.0,9.0,1.0,3.0,5.0,2.0,0.0863186727060028,0.22342861684227489,0.1371099441362721,0.0863186727060028,0.0937643571568323,0.007445684450829507,0.0863186727060028,0.0863186727060028,0.0,0.0863186727060028,0.0863186727060028,0.0,0.0863186727060028,0.0863186727060028,0.0,0.0863186727060028,0.11848599631886302,0.03216732361286022,0.0863186727060028,0.099921150191999,0.013602477485996203,0.0863186727060028,0.1270666537493737,0.04074798104337091,0.0863186727060028,0.0863186727060028,0.0,0.0863186727060028,0.11160778139425602,0.025289108688253223,0.0863186727060028,0.09560150841068359,0.009282835704680789,,,,0.0863186727060028,0.11903512255122865,0.032716449845225856,17
1,1,1,0,0,0,9,0,0,3,2.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,8.0,0.7772598029644738,0.9076599712922596,0.13040016832778578,,,,,,,0.7772598029644738,0.7488844169806136,-0.028375385983860246,0.7772598029644738,0.7849330424557793,0.007673239491305495,0.7772598029644738,0.8628198499075298,0.08556004694305597,0.7772598029644738,0.8811110335869923,0.10385123062251844,0.7772598029644738,0.7952346709442142,0.01797486797974035,0.7772598029644738,0.6546000429747575,-0.12265975998971634,0.7772598029644738,0.7698384671295767,-0.007421335834897125,0.7772598029644738,0.7412567857895241,-0.03600301717494969,0.7772598029644738,0.7391774620505309,-0.038082340913942914,0.7772598029644738,0.757828993055806,-0.019430809908667857,17
